Номенклатура,Номенклатура.Код,янв. 2024,февр. 2024,март 2024,апр. 2024,май 2024,июнь 2024,июль 2024,авг. 2024,сент. 2024,окт. 2024,нояб. 2024,дек. 2024,янв. 2025,февр. 2025,март 2025,апр. 2025,май 2025,июнь 2025,июль 2025,авг. 2025,сент. 2025,окт. 2025,нояб. 2025,дек. 2025,янв. 2026,февр. 2026,март 2026,апр. 2026,май 2026,июнь 2026,июль 2026,авг. 2026,сент. 2026,Итого
Тепловое реле РТИ-5371 (90-120А) IEK !!!,ярп6060,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Тепловое реле РТИ-5375 (120-150А) IEK (100),ст-9953405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
Термостат двухканальный от 0 до +60°C NO+NO IEK (100) NEW,270300300_,,,,2,,1,2,,1,1,4,,,,,1,,2,,,,1,,,,2,3,1,3,,1,,,25
Термостат двухканальный УККт от 0 до +60°C NO+NC IEK (100) NEW,270300299_,4,6,3,8,,2,8,4,,3,5,6,18,2,,,,8,3,11,7,17,1,10,3,,5,4,1,14,5,4,1,163
Термостат от 0 до 60 °C NC IEK (200) NEW,130600145_,,,,1,11,12,2,121,1,24,58,32,46,11,2,82,2,2,29,48,67,42,7,21,12,5,20,,15,6,3,1,1,684
Термостат от 0 до 60 °C NO IEK (200) NEW,130600154_,,9,3,182,3,18,1,184,9,215,9,104,,6,,29,3,19,9,4,4,17,7,6,12,157,4,3,17,8,14,70,,1126
"Термостат с инд. ""BRITE"" алюминий (1/80)",030200960_,,,,2,,,,,,,,,,,,,,1,2,1,,,,1,,,,,1,,,1,,9
"Термостат с инд. ""BRITE"" белый (1/80)",030200956_,5,4,3,12,8,5,13,9,5,4,6,4,12,1,15,2,10,4,2,4,9,4,8,4,,1,2,6,3,6,-3,8,,176
"Термостат с инд. ""BRITE"" графит (1/80)",030200958_,2,,,2,5,,6,4,,,,,6,,,,,,,4,3,,2,,,4,3,,1,2,,,3,47
"Термостат с инд. ""BRITE"" сталь (1/80)",030200959_,,,2,2,,,1,,2,3,,,,,5,,,1,,2,,,7,32,,1,1,,,5,5,4,,73
"Термостат с инд. ""BRITE"" черный (1/80)",030200957_,,8,5,,7,5,3,6,6,,4,11,8,4,,6,5,1,,8,14,4,1,11,1,6,4,6,,,,3,2,139
"Термостат с инд. ""BRITE"" шампань (1/80)",030201040_,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
Термостат УККт от -20 до +60°C NO/NC IEK (100) NEW,270300304_,,,,6,2,5,,1,1,,3,,,,,,,,,,,2,,,,,,,,,,,,20
Тестер розеток  розеток ST02D ARMA2L 5 IEK (100) NEW,130200444_,,,2,1,2,2,1,2,2,11,6,,2,,1,1,,1,2,-1,1,,1,,3,1,1,,,,2,,1,45
Тестер розеток розеток ST03D ARMA2L 5 IEK (80) NEW,130200445_,,1,,2,5,3,1,,,1,1,1,1,1,,3,4,,,1,,4,,,2,1,,,,1,1,,,34
Токоизмерительные клещи CM1A IEK ARMA2L 5 IEK (30) NEW,130200436_,1,1,2,1,8,8,6,5,9,4,7,4,7,8,,4,8,1,3,4,4,9,5,6,3,4,4,3,3,5,4,2,1,144
Токоизмерительные клещи CM1C IEK ARMA2L 5 IEK (30) NEW,130200437_,6,6,1,3,3,1,2,3,4,,3,14,,7,6,7,3,1,8,3,1,2,5,3,5,4,1,,3,1,,,1,107
Токоизмерительные клещи CM1D IEK ARMA2L 5 IEK (30) NEW,130200439_,12,4,2,4,3,2,2,2,2,2,2,4,5,1,5,5,3,2,2,2,2,1,2,4,,1,,1,2,,,4,,83
Токоизмерительные клещи CM2C IEK ARMA2L 5 IEK (60) NEW,130200438_,5,1,10,1,,,1,1,7,2,3,16,,1,9,2,2,1,3,,2,2,,4,,,,4,,,,1,1,79
Токоизмерительные клещи Expert 266 IEK (20),200400034_,12,17,11,6,14,18,11,18,27,18,25,24,9,9,21,2,4,8,6,8,11,7,4,21,3,10,12,6,18,12,16,9,2,399
Токоизмерительные клещи Expert 266С IEK (20),130200183_,15,16,4,11,11,5,9,12,15,23,19,5,11,4,27,25,9,6,7,11,6,6,11,21,5,22,9,5,2,6,3,8,7,356
Тонкогубцы 160мм K4 ARMA2L 5 IEK (1),130200420_,4,3,,1,1,,5,1,4,,2,3,2,1,4,,2,1,,,,3,,1,,3,,6,1,,2,2,,52
Тонкогубцы 200мм K4 ARMA2L 5 IEK (1),130200421_,2,,,1,1,8,,2,3,,1,,,,1,5,,,1,,,2,,2,,,,,,2,,,,31
"Трансформатор тока ТТИ-100 1600\5А 15ВА кл.т.0,5 IEK !!!",щт-0001786,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Трансформатор тока ТТИ-А   30\5А 5ВА кл.т.0,5 IEK (36) !!!",ст-9950702,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Трансформатор тока ТТИ-А   75/5А  5ВА  класс 0,5  IEK",270300098_,,,3,2,,,12,,,,,,,3,,,,,,,1,,,,,,,,,,,,,21
"Трансформатор тока ТТИ-А   80\5А 5ВА кл.т.0,5 IEK (36) !!!",щщщ0115439,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"Трансформатор тока ТТИ-А  120/5А 5ВА кл.т.0,5 IEK !!!",ст-9949056,,,,,,,,,12,,,,12,-6,,,,,,,,,,,,,,,,,,,,18
"Трансформатор тока ТТИ-А  125\5А 5ВА кл.т.0,5 IEK (36) !!!",ст-9951729,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Трансформатор тока ТТИ-А  150/5А  5ВА  класс 0,5  IEK",270300100_,3,6,3,,,22,5,,11,4,6,3,12,6,6,,10,11,,1,,6,,16,,9,6,,9,6,18,3,1,183
"Трансформатор тока ТТИ-А  200/5А  5ВА  класс 0,5  IEK",270300101_,9,9,36,9,15,36,46,6,48,27,18,9,15,33,19,,3,,,1,,6,,12,15,15,12,,3,6,9,22,12,451
"Трансформатор тока ТТИ-А  250/5А  5ВА  класс 0,5  IEK",270300132_,24,,18,10,21,6,17,15,24,,6,18,-9,,4,9,3,12,,3,,12,12,,3,6,4,3,3,3,9,,7,243
"Трансформатор тока ТТИ-А  300/5А  5ВА  класс 0,5 IEK (36) !!!",270300113_,,,,5,,,,,,3,,3,3,3,-3,3,,3,6,,,,12,,,,,,,,,,,38
"Трансформатор тока ТТИ-А  500\5А 5ВА кл.т.0,5 IEK (36) !!!",270300130_,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3
"Трансформатор тока ТТИ-А  600\5А 5ВА кл.т.0,5 IEK (36) !!!",270300030_,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3
"Трансформатор тока ТТИ-А  800\5А 5ВА кл.т.0,5 IEK (36) !!!",ст-9951436,,,,,,,,,,,,,,6,,,,3,,,3,,,,,,,3,,,,,,15
ТТК  12/3 черная с клеем IEK (1),220400107_,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
У03 (3места 2р+ре.3метра) IEK,290100009_,48,,48,,,56,4,57,3,,,61,,,,,,,,,,,,,,,,,,,,,,277
У03 (3места 2р+ре.5метров) IEK,290100002_,30,3,48,,,,,52,8,,,41,,,,,,,,,,,,,,2,,,,,,,,184
У03 (3места/3метра) чер. IEK,290100132_,18,9,2,11,6,,,,6,11,5,21,,3,6,7,2,,11,8,12,3,3,1,,7,1,1,1,3,1,3,,162
У03 (3места/5метров) чер. IEK,290100133_,16,,3,7,8,5,,,7,5,,6,1,7,8,5,,1,7,7,1,5,1,3,1,5,,,,3,3,1,,116
У03К (3места/3метра) чер. IEK,290100134_,4,,,1,,3,1,,4,2,13,11,14,3,5,4,6,2,2,5,9,,3,8,1,5,,,1,6,1,4,,118
У03К (3места/5метров) чер. IEK,290100135_,12,,1,4,,2,,9,10,2,5,2,1,12,4,,4,,,7,6,3,,5,2,8,3,,,5,1,2,,110
У03К-выкл (3места/3метра ) IEK,290100003_,1,,,,,,,28,,,,28,,,28,,,,,,,,,,,,1,,,,,,,86
У03К-выкл (3места/5метров ) IEK,290100010_,10,,,,,10,,20,,,,20,,,,,,,1,,,,,,,1,,,,,,,,62
У04 (4места 2р+ре.3метра) IEK,290100005_,,15,2,1,5,16,4,1,,,,30,1,1,1,,,1,2,2,,,,,,,,,,,,,,82
У04 (4места 2р+ре.5метров) IEK,290100011_,15,,,,2,1,,24,3,2,,10,,,20,,,,,2,,,,,,3,,,,,,,,82
У04 (4места/3метра) чер. IEK,290100136_,6,,,4,,,,3,6,3,,,,2,2,,,,1,5,1,1,,,,5,2,,,3,5,,,49
У04 (4места/5метров) чер. IEK,290100137_,15,,,,1,,,,,,2,4,2,1,1,,,,,4,1,,,,,,,,,,1,,,32
У04К (4места/3метра) чер. IEK,290100138_,11,2,1,1,8,1,2,,3,1,2,2,,4,,4,,11,,,,14,1,,4,,,1,,3,6,1,2,85
У04К (4места/5метров) чер. IEK,290100139_,11,2,,3,3,1,,,,,,3,4,1,,2,2,,1,6,1,,,8,,,,,,1,,1,,50
У04К-выкл (4места  .3метра ) IEK,290100013_,,,14,2,,1,,16,,,2,14,,,,,,,,,2,1,,1,,,,,,,,,,53
У04К-выкл (4места  .5метра ) IEK,290100014_,,,,,,,,16,,,1,16,,,,,,,,,1,,,,,,,,,,,,,34
У05 (5мест 2р+ре.3метра) IEK,290100015_,16,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,32
У05 (5мест 2р+ре.5метра) IEK,290100016_,15,,15,1,,,,17,,,,,,,,,,1,,,,,,,,,,,,,,,,49
У05 (5мест/3метра) чер. IEK,290100140_,3,2,10,,,,2,1,5,4,5,2,5,4,2,3,1,,1,,,,,,,,,3,,1,,3,,57
У05 (5мест/5метров) чер. IEK,290100141_,11,2,,,,2,3,2,6,3,3,,,2,3,,1,,,,,,,,,,,,,,,,,38
У05К (5мест/3метра) чер. IEK,290100142_,9,,2,,1,,1,1,,1,13,2,7,,1,,,,1,1,3,1,1,2,1,6,,,,1,9,,,64
У05К (5мест/5метров) чер. IEK,290100143_,8,,,,3,,1,2,1,3,8,,1,5,,5,2,,2,,5,5,,4,2,7,,3,3,,2,2,10,84
У05К-выкл (5места 3метра) IEK,290100017_,10,,2,1,,,,16,2,,,18,,,,,,,,,,,,,,,,,,,,,,49
У3 (3места/3метра) чер. IEK,290100144_,12,3,,,6,,,,1,2,,,,,,,8,1,,3,,,,,,2,1,,1,,,,,40
У3 (3места/5метров) чер. IEK,290100145_,3,1,,,,,,,,,,,3,,1,1,,1,,,,,,3,,5,,,,,,,,18
Угол внешний КМН 100х60 черный ЭЛЕКОР IEK (2шт/компл) ,280100426_,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
Угол внешний КМН 16х16 сосна ЭЛЕКОР IEK (4шт/компл) ,280100380_,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Угол внешний КМН 25х16 сосна ЭЛЕКОР IEK (4шт/компл) ,280100381_,,,,13,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,14
Угол внешний КМН 25х16 черный ЭЛЕКОР IEK (4шт/компл) ,280100423_,,,,,5,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,13
Угол внешний КМН 40х25 дуб ЭЛЕКОР IEK (4шт/компл),280100348_,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Угол внешний КМН 40х25 черный ЭЛЕКОР IEK (4шт/компл) ,280100424_,,,,,5,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,8
Угол внешний КМН 60х40 черный ЭЛЕКОР IEK (4шт/компл) ,280100425_,,,,,,,,,,,2,1,,,,,3,4,5,,,,,,,,,,,,,,,15
Угол внутренний КМВ 100х60 черный ЭЛЕКОР IEK (2шт/компл) ,280100433_,,,,,,1,,,,,,,,,,,,,,,2,,,,8,2,1,,,,,,,14
Угол внутренний КМВ 16х16 сосна ЭЛЕКОР IEK (4шт/компл) ,280100384_,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Угол внутренний КМВ 20х10 дуб ЭЛЕКОР IEK (4шт/компл) ,280100302_,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Угол внутренний КМВ 20х10 черный ЭЛЕКОР IEK (4шт/компл) ,280100429_,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3
Угол внутренний КМВ 25х16 сосна ЭЛЕКОР IEK (4шт/компл) ,280100385_,,,,,,,,,,,1,,,,,,,,,,,,62,,,,,,,,,,,63
Угол внутренний КМВ 25х16 черный ЭЛЕКОР IEK (4шт/компл) ,280100430_,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Угол внутренний КМВ 40х16 дуб ЭЛЕКОР IEK (4шт/компл) ,280100351_,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,3
Угол внутренний КМВ 40х25 дуб ЭЛЕКОР IEK (4шт/компл) ,280100352_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4
Угол внутренний КМВ 40х25 черный ЭЛЕКОР IEK (4шт/компл) ,280100431_,,,,,6,1,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,13
Угол Т-образный КМТ 100х60 черный ЭЛЕКОР IEK (2шт/компл) ,280100461_,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Угол Т-образный КМТ 15х10 черный ЭЛЕКОР IEK (4шт/компл) ,280100455_,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Угол Т-образный КМТ 40х25 дуб ЭЛЕКОР IEK (4шт/компл) ,280100372_,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3
Угол Т-образный КМТ 40х25 черный ЭЛЕКОР IEK (4шт/компл) ,280100459_,,,,2,,,,,,,,,,,15,,,,,,,,,,,,7,2,,,,,,26
Уголок крепежный двойной усиленный для STRUT-профиля EZ IEK,280300747_,,,,,,,,,,,,,,,,,,,,,,12,,20,,,,,,,,,,32
Уголок крепежный одинарный для STRUT-профиля EZ IEK,280300748_,,,,,,,,,,,,,,,,,,,,,,,,12,,4,4,,,,,,4,24
"Удлинитель У05В 5 мест 2P+PE/3м 3х1,5мм2 16А/250В UNO IEK E-PRO",WYP53-16-05-03-ZK,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
УЗДП 1P+N 32A KARAT IEK,010300251_,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,1,,,7
УЗДП 1P+N 63A KARAT IEK,010300252_,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,1,,1,9
УЗДП c авт. выкл. 1P+N C 16A KARAT IEK,010300239_,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,5,,,,,11
УЗДП c авт. выкл. 1P+N C 32A KARAT IEK,010300242_,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,10,6,,,,19
УЗО АВДТ 1P+NP 10 А 30мА ARMAT IEK (12),010700168_,,,,,,,,2,2,,1,,,,5,4,,,3,,3,3,2,2,,,,,,1,,,,28
УЗО АВДТ 1P+NP 16 А 30мА ARMAT IEK (12),010700169_,,34,12,,,,,99,48,,6,,40,6,38,6,4,,1,,4,2,10,3,5,4,33,,1,,1,,,357
УЗО АВДТ 1P+NP 20 А 30мА ARMAT IEK (12),010700170_,,,,,,,,8,-4,12,,,,,,,,4,1,,,1,,,,,27,2,,38,1,,,90
УЗО АВДТ 1P+NP 25 А 30мА ARMAT IEK (12),010700171_,,,2,,,,,1,,,3,,,1,2,1,,,,,,,1,2,,,5,,8,,1,,,27
УЗО АВДТ 1P+NP 32 А 30мА ARMAT IEK (1),010700172_,,,,,,,,3,1,,1,,,4,3,,,,,1,1,,3,1,,1,1,,,,,,,20
УЗО АВДТ 1P+NP 6 А 30мА ARMAT IEK (12),010700167_,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
УЗО АВДТ 2(ф) 25А 30мА ARMAT IEK (1),010700161_,1,2,,,,,,1,,,3,1,4,,1,1,,,7,,,,1,3,,1,6,,2,,2,,,36
УЗО АВДТ 2(ф) 40А 30мА ARMAT IEK (6),010700162_,1,,,,1,,1,3,3,2,2,,3,-1,,2,,,,1,,3,1,,3,,,,,,,1,,26
УЗО АВДТ 2(ф) 63А 30мА ARMAT IEK (6),010700163_,1,,,,8,,,,2,,,,8,6,1,5,,,,,,2,1,4,5,4,1,,,5,-3,10,,60
УЗО АВДТ 4(ф) 25А 30мА ARMAT IEK (3),010700164_,,,5,,10,,,4,-2,,,,,,1,,1,,,1,,,,,,1,,,,,2,,1,24
УЗО АВДТ 4(ф) 40А 30мА ARMAT IEK (3),010700165_,,3,1,3,,,3,2,2,,,1,2,,4,,,,,,,,1,,,2,1,,,,3,,,28
УЗО АВДТ 4(ф) 63А 30мА ARMAT IEK (3),010700166_,,1,,,1,,,10,8,,,5,3,,,,,,5,,,,5,,,,,,,,2,5,,45
УК10 Катушка (10м) IEK,290100004_,8,13,,,17,8,7,3,16,39,6,7,9,11,3,23,,6,,2,4,3,7,8,6,2,6,4,2,10,,,,230
УК20 Катушка (20м) IEK,290200005_,4,3,,5,7,7,4,1,6,3,2,,2,6,4,1,,,1,3,,,,,3,2,1,,,,,1,,66
УК30 Катушка (30м) IEK,290200008_,5,2,1,3,5,3,9,4,5,5,3,6,,4,4,5,2,3,2,3,4,2,1,8,,,,,1,10,,2,,102
УК40 Катушка (40м) IEK,290200009_,,,1,4,4,,3,,2,1,,,,,2,,,,,,2,,,,,,,,,,1,,,20
УК50 Катушка (50м) IEK,290200006_,5,3,8,9,12,18,11,10,10,5,3,15,7,5,4,9,6,11,3,5,1,5,3,10,1,,2,13,3,4,15,2,1,219
УПП SFB 3Ф 380В 11кВт 22A Uупр 110-220В Modbus ONI SFB-33-11-A-10 NEW,130600247_,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
УПП SFB 3Ф 380В 11кВт 22A Uупр 110-220В ONI SFB-33-11-A-00 NEW,130600248_,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2
УПП SFB 3Ф 380В 18кВт 37A Uупр 110-220В Modbus ONI SFB-33-18-A-10 NEW,130600245_,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
УПП SFB 3Ф 380В 22кВт 45A Uупр 110-220В ONI SFB-33-22-A-00 NEW,130600244_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
УПП SFB 3Ф 380В 30кВт 60A Uупр 110-220В Modbus ONI SFB-33-30-A-10 NEW,130600242_,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
УПП SFB 3Ф 380В 75кВт 150А Uупр 110-220В ONI,SFB-33-75-A-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Устройство АВР модульное АВР-1 STANDARD 63А KARAT IEK (6) NEW,130301263_,,,1,1,,,3,,,2,,,,,,,1,,2,1,1,1,,1,,,,,,1,,,,15
Устройство АВР модульное АВР-2 LITE 63А KARAT IEK,130301261_,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Устройство компенсации давления УКД D=37мм IP55 IEK (200) NEW,270300305_,,2,,,,,18,,,,,,,,1,,,,,,,,,,,,,,,2,,-1,,22
Фасадное крепление КФК12-47.1 IEK (50) (150),130300528_,,,,6,4,61,4,15,23,25,,25,19,,,,27,5,,10,11,,,,20,4,56,,,10,3,58,,386
Фасадное крепление КФК15-57.6 IEK (50) (150),130300529_,53,,150,56,,70,35,20,63,10,53,4,10,52,,56,57,19,210,27,12,145,21,36,10,115,66,50,137,62,162,58,91,1910
Фильтр c защитным кожухом 125x125мм для вент-ра 55м3/час IEK (24) NEW,270300282_,,,,,,5,,2,,2,3,,,,,,,,,1,,3,3,,1,2,,,,,2,,,24
Фильтр c защитным кожухом 176x176мм для вен-ра 102м3/час IEK (8) NEW,270300283_,,,,,,,2,,,,,,,,,,,,,1,,,1,,,,,,,,,,,4
Фильтр c защитным кожухом 97x97мм для вент-ра 21 м3/час IEK (20) NEW,270300281_,,,,,,1,1,,,,2,,,,,,,1,,,1,3,5,4,,,,6,,,1,1,1,27
Фильтр c решеткой для вентилятора ВФИ 200 м3/час IEK (28) NEW,270300296_,,,,,,,,4,4,2,4,4,,,,,2,4,2,9,3,12,,,2,,5,,,6,,,,63
Фильтр c решеткой для вентилятора ВФИ 380 м3/час IEK (28) NEW,270300297_,,,,,5,15,,,,4,3,,,,1,4,,6,3,23,3,12,,,,,,6,,3,,2,,90
Фильтр c решеткой для вентилятора ВФИ 480-700 м3/час IEK (19) NEW,270300298_,,,,,,1,,,,,,,,,1,,,,2,18,2,5,,,1,,4,,,,,,,34
Фильтр c решеткой для вентилятора ВФИ 65-105 м3/час IEK (56) NEW,270300295_,2,37,-10,15,5,14,4,2,8,11,6,5,,4,,28,,4,14,13,5,22,6,,2,8,7,12,18,2,6,6,1,257
"Фотореле ФР 601 серый, 2200 Вт IP44 IEK (120)",130300220_,82,165,272,84,87,108,136,249,252,276,296,141,110,122,105,215,132,120,103,67,133,88,48,143,119,62,17,101,42,79,110,115,29,4208
"Фотореле ФР 602 серый, 5500 Вт IP44 (120)",130300221_,112,14,47,39,26,96,29,52,84,72,121,60,10,82,90,35,31,59,2,43,51,99,50,38,22,63,5,23,25,10,56,16,19,1581
Фотореле ФР 603 макс. нагрузка 2200ВА IP66 белый IEK (50),081100780_,9,31,5,20,15,14,35,3,11,14,19,29,15,7,16,23,8,10,13,21,28,18,23,7,2,,3,3,29,11,3,,1,446
Фотореле ФР 604 макс. нагрузка 3300ВА IP66 белый IEK,081100781_,7,8,3,22,19,20,12,5,3,2,30,5,22,5,9,9,28,3,25,2,8,8,42,17,12,2,1,4,27,5,13,4,3,385
"Хомут 2,5х150 IEK (100)",240100002_,24,65,17,99,184,227,131,42,46,132,93,37,41,256,87,,,11,65,20,5,10,,50,,10,10,7,,5,1,1,5,1681
"Хомут 2,5х200 IEK (100)",240100029_,39,847,70,59,249,45,79,336,150,358,399,10,18,288,103,1,21,2,,23,,,2,153,,2,,,,104,21,6,9,3394
"Хомут 3,6х100 IEK (100)",240100003_,26,9,40,24,9,16,32,28,21,25,23,33,5,3,6,,2,,,10,2,,,1,,,2,,2,,7,,,326
"Хомут 3,6х350 черные IEK (100)",240100093_,70,86,41,139,178,71,71,55,28,41,58,116,72,53,37,50,30,25,13,10,28,27,15,4,31,43,50,26,5,17,38,31,,1559
"Хомут 4,8х300 IEK (100)",240100027_,100,210,89,124,106,154,234,115,134,94,89,122,138,31,84,80,,,12,14,3,,46,25,6,40,,,55,12,20,13,4,2154
"Хомут 4,8х450 IEK (100)",240100011_,33,21,18,15,54,81,56,47,18,69,57,36,61,26,79,2,,,30,7,5,4,2,50,12,,,1,,10,29,20,6,849
"Хомут 7,6х300 IEK (100)",240100107_,30,30,67,17,2,18,39,22,49,85,70,28,63,5,13,154,12,8,,6,10,,24,31,20,,,10,4,5,6,35,5,868
Цоколь ВРУ хх.80.45 IP54 TITAN IEK,щт-0001653,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Шайба плоская M8 IEK,щт-0000350,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500
Шайба плоская усиленная М6 IEK,CLP1M-SHU-6,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800
"Шина ""N"" нулевая 2х 7 групп на DIN-рейку в корпусе  IEK (10)",130200134_,22,31,17,30,16,38,22,38,73,11,36,47,73,48,41,88,27,26,30,28,56,124,14,30,63,92,11,13,14,44,125,108,27,1463
"Шина ""N"" нулевая 2х15 групп на DIN-рейку в корпусе  IEK (10)",130200133_,30,43,17,46,70,46,30,59,55,49,42,18,34,37,70,46,40,33,118,22,38,72,32,15,17,13,11,31,18,76,10,68,48,1354
"Шина ""N"" нулевая 4х 7 групп на DIN-рейку в корпусе IEK (10)",130200136_,46,-5,11,35,23,4,32,67,41,1,34,37,43,26,12,16,15,11,18,41,26,65,12,43,79,32,10,17,45,30,98,70,46,1081
"Шина ""N"" нулевая 4х11 групп на DIN-рейку в корпусе IEK (10)",130200135_,56,35,11,119,68,22,45,54,72,39,59,42,20,35,19,38,149,47,15,35,17,91,18,25,32,36,15,18,13,19,135,60,41,1500
"Шина ""N"" нулевая 6х9мм  8/1 (крепеж по центру) IEK (10/960)",130200074_,16,178,22,8,11,6,55,122,172,129,23,179,7,18,,,22,20,3,5,2,52,7,138,4,27,8,86,1,,4,6,15,1346
"Шина ""N"" нулевая 6х9мм  8/2 (крепеж по краям) IEK (10/960)",130200075_,30,27,27,36,37,15,34,56,28,74,43,81,20,13,15,10,3,105,8,9,34,6,1,13,,51,23,15,8,20,29,17,4,892
"Шина ""N"" нулевая 6х9мм 14/1 (крепеж по центру) IEK (10)",130200006_,3,4,2,7,6,2,,41,,2,9,3,1,1,,20,,2,1,3,5,30,1,2,2,3,,,6,7,32,3,6,204
"Шина ""N"" нулевая 6х9мм 14/2 (крепеж по краям) IEK (10)",130200007_,15,10,31,78,20,217,67,57,25,39,40,41,15,10,55,13,2,6,4,3,160,6,5,46,7,2,11,3,,,18,32,12,1050
"Шина ""N"" нулевая 6х9мм комб с изол ""Стойка"" ШНИ 12С IEK (20)",130200125_,258,248,5,34,78,104,240,232,24,94,180,95,38,15,21,91,37,21,39,5,147,36,30,8,14,5,8,,81,12,17,53,18,2288
"Шина ""N"" нулевая 6х9мм комб с изол ""Стойка"" ШНИ 14С IEK (20)",130200126_,36,119,60,16,68,15,9,58,13,20,9,17,15,11,10,16,36,14,10,30,48,8,7,23,12,29,42,7,3,10,2,25,21,819
"Шина ""N"" нулевая 6х9мм на DIN-рейку в корпусном изоляторе ШНИ 12К IEK (10)",130200127_,,62,10,19,1,47,8,2,21,42,10,27,18,75,16,25,7,50,34,5,6,14,6,6,11,1,,1,3,35,2,4,34,602
"Шина ""N"" нулевая 6х9мм с изол  12-Д-С IEK (20)",130200089_,286,91,100,77,69,108,82,76,50,87,144,67,176,12,11,49,39,48,48,10,8,164,32,46,21,65,24,12,13,38,23,56,41,2173
"Шина ""N"" нулевая 8х12мм 14/1 (крепеж по центру) IEK (10)",130200008_,,3,,4,,11,,,2,6,,,,,4,,,,,,,10,2,,,2,,,,,,,,44
"Шина ""N"" нулевая 8х12мм 14/2 (крепеж по краям) IEK (10)",130200063_,22,18,35,26,2,18,21,50,13,12,19,1,3,,10,,29,45,1,15,13,6,48,30,14,18,,,18,7,7,11,1,513
"Шина ""N"" нулевая 8х12мм комб с изол ""Стойка"" ШНИ  6 КС IEK (20)",130200120_,64,45,46,215,388,207,-32,136,181,170,83,224,83,62,22,89,148,161,43,86,322,85,42,48,52,81,39,47,2,18,39,105,84,3385
"Шина ""N"" нулевая 8х12мм комб с изол ""Стойка"" ШНИ  8 КС IEK (20)",130200121_,146,245,304,89,82,41,136,266,319,359,131,310,98,156,24,76,24,92,101,145,87,329,54,114,32,197,110,14,94,40,59,396,20,4690
"Шина ""N"" нулевая 8х12мм комб с изол ""Стойка"" ШНИ 10 КС IEK (20)",130200122_,202,171,80,262,96,124,261,296,228,84,,,5,13,76,162,93,408,55,148,77,211,113,49,85,134,76,81,154,76,228,241,157,4446
"Шина ""N"" нулевая 8х12мм комб с изол ""Стойка"" ШНИ 12 КС IEK (20)",130200123_,271,268,129,430,102,351,183,244,381,322,821,242,272,207,88,58,133,97,246,222,197,397,208,693,81,193,67,108,83,170,234,336,327,8161
